job_id,job_title,company,location,experience_level,employment_type,salary_inr,remote_ratio,skills,posted_date
JM26-0089,Data Analyst,QuantifyAI,Pune,Entry,Full-time,440000.0,50,"Excel, Power BI, Pandas, Python, SQL",2026-07-07
JM26-1082,Analytics Engineer,QuantifyAI,Bengaluru,Senior,Full-time,1590000.0,0,"Data Modeling, Python, SQL",2026-04-16
JM26-0974,Analytics Engineer,InnovateLabs,Bengaluru,Entry,Full-time,1020000.0,50,"Data Modeling, dbt, ETL, SQL, Python",2026-05-27
JM26-0889,Data Analyst,Vertex Systems,Chennai,Entry,Full-time,400000.0,100,"Pandas, Power BI, Excel, Python, SQL",2026-08-12
JM26-0454,Data Analyst,FinEdge,Bengaluru,Mid,Full-time,670000.0,100,"SQL, Excel, Python",2026-04-26
JM26-1042,AI Engineer,Vertex Systems,Bengaluru,Entry,Full-time,900000.0,50,"PyTorch, LLM, Deep Learning, Python, Machine Learning",2026-07-03
JM26-0309,Data Scientist,TechNova,Bengaluru,Entry,Full-time,830000.0,50,"SQL, Python, Machine Learning",2026-01-26
JM26-0744,Data Analyst,InnovateLabs,Bengaluru,Entry,Full-time,590000.0,50,"Python, Power BI, Excel",2026-03-06
JM26-0619,Data Analyst,CloudMatrix,Mumbai,Mid,Internship,240000.0,0,"Excel, Power BI, Pandas, Python",2026-06-02
JM26-0975,Data Scientist,QuantifyAI,Hyderabad,Mid,Contract,1130000.0,0,"Machine Learning, Python, Statistics, SQL, Pandas",2026-07-23
JM26-0813,Python Developer,InnovateLabs,Bengaluru,Senior,Full-time,1200000.0,50,"Django, SQL, Python",2026-08-18
JM26-0635,Data Analyst,FinEdge,Bengaluru,Lead,Full-time,1460000.0,100,"Pandas, Python, SQL, Power BI",2026-05-09
JM26-0495,BI Analyst,InnovateLabs,Delhi NCR,Lead,Full-time,1680000.0,100,"Data Visualization, SQL, Power BI, Tableau",2026-04-04
JM26-1120,ML Researcher,NextGen Analytics,Kolkata,Senior,Full-time,1740000.0,50,"Research, PyTorch, Python, Statistics",2026-03-14
JM26-0011,Machine Learning Engineer,TechNova,Chennai,Senior,Full-time,1940000.0,100,"Docker, Python, TensorFlow, Machine Learning",2026-08-07
JM26-0694,Data Scientist,QuantifyAI,Bengaluru,Lead,Full-time,1920000.0,0,"Statistics, Pandas, Python, SQL, Machine Learning",2026-05-10
JM26-0568,Data Analyst,TechNova,Bengaluru,Mid,Full-time,640000.0,100,"Pandas, Python, Power BI, SQL",2026-01-27
JM26-0523,Data Analyst,InsightWorks,Chennai,Entry,Part-time,280000.0,100,"Python, SQL, Pandas, Excel, Power BI",2026-04-03
JM26-0060,Data Analyst,BrightData,Ahmedabad,Mid,Full-time,500000.0,0,"Power BI, Python, Excel",2026-01-04
JM26-1003,Data Analyst,DigitalCore,Noida,Mid,Internship,200000.0,100,"SQL, Pandas, Power BI, Excel",2026-03-13
JM26-0064,Business Analyst,QuantifyAI,Kolkata,Mid,Full-time,580000.0,100,"SQL, Tableau, Power BI, Excel",2026-06-27
JM26-0728,Data Analyst,DigitalCore,Chennai,Entry,Full-time,370000.0,0,"Pandas, SQL, Python",2026-05-13
JM26-0311,Data Engineer,NextGen Analytics,Bengaluru,Lead,Full-time,2380000.0,0,"SQL, Spark, AWS",2026-02-14
JM26-0769,Data Analyst,Apex Technologies,Pune,Entry,Full-time,490000.0,0,"Python, Pandas, Excel, Power BI",2026-04-12
JM26-0662,ML Researcher,Vertex Systems,Ahmedabad,Mid,Part-time,790000.0,0,"Research, PyTorch, Python, Deep Learning",2026-07-08
JM26-1020,Machine Learning Engineer,CloudMatrix,Hyderabad,Senior,Full-time,2170000.0,50,"Python, Docker, TensorFlow, Machine Learning, PyTorch",2026-05-10
JM26-0615,Data Scientist,DigitalCore,Gurugram,Entry,Full-time,750000.0,100,"Machine Learning, Statistics, Python, SQL, Pandas",2026-07-01
JM26-1197,Data Scientist,TechNova,Hyderabad,Senior,Full-time,1710000.0,50,"Statistics, Machine Learning, Pandas, Python, SQL",2026-03-03
JM26-0874,Machine Learning Engineer,NextGen Analytics,Noida,Senior,Full-time,1510000.0,100,"Machine Learning, Python, TensorFlow",2026-01-13
JM26-1040,Data Analyst,InnovateLabs,Mumbai,Mid,Full-time,750000.0,0,"Pandas, Excel, SQL, Power BI",2026-02-11
JM26-0351,AI Engineer,BrightData,Bengaluru,Entry,Full-time,1160000.0,100,"Python, PyTorch, Deep Learning, Machine Learning, LLM",2026-08-04
JM26-0364,Data Analyst,Vertex Systems,Kolkata,Mid,Full-time,590000.0,50,"Python, SQL, Excel, Power BI, Pandas",2026-04-29
JM26-1126,Data Engineer,NextGen Analytics,Ahmedabad,Mid,Full-time,990000.0,0,"Spark, SQL, ETL, AWS",2026-02-15
JM26-0299,Business Analyst,CloudMatrix,Hyderabad,Mid,Full-time,710000.0,100,"Power BI, Communication, Excel",2026-02-25
JM26-0430,BI Analyst,DigitalCore,Pune,Senior,Part-time,820000.0,0,"Excel, Data Visualization, SQL",2026-06-27
JM26-0904,Data Engineer,QuantifyAI,Kolkata,Lead,Full-time,1630000.0,100,"AWS, Spark, SQL, Python",2026-05-24
JM26-0826,Data Analyst,NextGen Analytics,Pune,Senior,Full-time,940000.0,50,"SQL, Power BI, Excel",2026-03-26
JM26-0278,Data Engineer,DigitalCore,Ahmedabad,Senior,Internship,660000.0,0,"Python, ETL, AWS",2026-06-20
JM26-0943,Data Analyst,Apex Technologies,Gurugram,Entry,Internship,160000.0,100,"Power BI, Excel, Pandas",2026-04-17
JM26-0261,Data Analyst,DigitalCore,Gurugram,Senior,Full-time,1110000.0,0,"SQL, Pandas, Power BI, Python, Excel",2026-06-28
JM26-0293,Analytics Engineer,InsightWorks,Delhi NCR,Senior,Full-time,1560000.0,0,"dbt, Data Modeling, Python",2026-03-01
JM26-0923,AI Engineer,DataSphere,Hyderabad,Senior,Full-time,1860000.0,0,"Deep Learning, LLM, PyTorch",2026-05-30
JM26-0275,Business Analyst,NextGen Analytics,Mumbai,Mid,Internship,270000.0,100,"Communication, SQL, Power BI, Tableau",2026-03-20
JM26-0632,BI Analyst,Vertex Systems,Ahmedabad,Entry,Full-time,410000.0,50,"Tableau, SQL, Excel",2026-08-01
JM26-0902,Data Scientist,NextGen Analytics,Bengaluru,Mid,Full-time,1070000.0,0,"SQL, Pandas, Statistics, Python",2026-05-15
JM26-0722,Machine Learning Engineer,Apex Technologies,Hyderabad,Mid,Full-time,1390000.0,50,"Python, Machine Learning, TensorFlow, Docker, PyTorch",2026-06-24
JM26-0307,Machine Learning Engineer,InsightWorks,Chennai,Senior,Contract,1560000.0,0,"Docker, PyTorch, Python, Machine Learning",2026-03-13
JM26-0524,AI Engineer,DigitalCore,Mumbai,Senior,Full-time,2110000.0,0,"Machine Learning, Python, PyTorch",2026-03-25
JM26-0530,Data Scientist,FinEdge,Pune,Senior,Part-time,830000.0,0,"Pandas, Python, Machine Learning, SQL",2026-06-05
JM26-0084,Data Analyst,QuantifyAI,Delhi NCR,Mid,Full-time,590000.0,0,"Power BI, SQL, Pandas, Excel",2026-05-27
JM26-0959,Data Engineer,InsightWorks,Pune,Senior,Full-time,1480000.0,0,"Python, SQL, ETL, Spark, AWS",2026-04-29
JM26-0972,Data Analyst,BrightData,Hyderabad,Entry,Contract,470000.0,100,"Power BI, Pandas, SQL",2026-01-10
JM26-0324,Data Engineer,BrightData,Gurugram,Mid,Part-time,850000.0,50,"ETL, AWS, Python, SQL",2026-02-09
JM26-0130,AI Engineer,,Bengaluru,Mid,Full-time,1760000.0,50,"Machine Learning, Deep Learning, Python",2026-06-16
JM26-0901,Data Engineer,InsightWorks,Chennai,Lead,Full-time,2050000.0,100,"ETL, AWS, SQL, Spark",2026-08-15
JM26-0436,Data Scientist,CloudMatrix,Pune,Mid,Full-time,960000.0,50,"Statistics, Python, Machine Learning, Pandas",2026-04-01
JM26-0932,Machine Learning Engineer,DataSphere,Chennai,Entry,Full-time,1040000.0,100,"Python, Machine Learning, TensorFlow, Docker, PyTorch",2026-04-08
JM26-0991,AI Engineer,TechNova,Bengaluru,Entry,Full-time,1170000.0,100,"LLM, Python, Machine Learning",2026-02-04
JM26-0536,Data Scientist,TechNova,Chennai,Mid,Full-time,920000.0,100,"SQL, Statistics, Pandas, Python, Machine Learning",2026-06-25
JM26-0248,Machine Learning Engineer,Apex Technologies,Mumbai,Senior,Full-time,1730000.0,100,"Python, PyTorch, Docker, Machine Learning",2026-05-14
JM26-0906,AI Engineer,TechNova,Chennai,Entry,Full-time,1010000.0,50,"Python, Machine Learning, LLM",2026-02-04
JM26-0913,Analytics Engineer,BrightData,Bengaluru,Mid,Contract,1070000.0,100,"Python, dbt, ETL, SQL, Data Modeling",2026-08-11
JM26-0486,Machine Learning Engineer,TechNova,Hyderabad,Entry,Part-time,630000.0,0,"Machine Learning, PyTorch, Python",2026-08-18
JM26-0139,BI Analyst,TechNova,Noida,Entry,Contract,530000.0,50,"SQL, Data Visualization, Tableau",2026-04-11
JM26-0926,Data Scientist,BrightData,Pune,Senior,Full-time,1490000.0,100,"Pandas, Machine Learning, SQL, Statistics",2026-04-08
JM26-0142,Data Engineer,FinEdge,Gurugram,Mid,Full-time,1590000.0,0,"Python, ETL, AWS, SQL, Spark",2026-03-13
JM26-0549,Business Analyst,CloudMatrix,Pune,Lead,Full-time,1180000.0,50,"SQL, Excel, Tableau",2026-06-15
JM26-0539,Data Analyst,DigitalCore,Mumbai,Entry,Full-time,420000.0,100,"SQL, Excel, Pandas, Python",2026-04-11
JM26-0377,Analytics Engineer,DigitalCore,Gurugram,Mid,Full-time,1160000.0,0,"Data Modeling, dbt, SQL",2026-03-07
JM26-0140,Data Analyst,DataSphere,Pune,Mid,Full-time,620000.0,0,"Excel, Power BI, Python, SQL",2026-03-22
JM26-0362,Data Analyst,Vertex Systems,Delhi NCR,Senior,Full-time,1000000.0,100,"Python, SQL, Pandas",2026-05-14
JM26-0840,Data Engineer,Apex Technologies,Gurugram,Mid,Full-time,1060000.0,50,"SQL, Python, ETL, AWS, Spark",2026-07-26
JM26-0225,Data Scientist,NextGen Analytics,Pune,Mid,Full-time,960000.0,50,"Pandas, Python, SQL, Statistics",2026-02-13
JM26-0870,Data Scientist,DigitalCore,Mumbai,Entry,Full-time,680000.0,100,"Statistics, Machine Learning, Pandas, SQL, Python",2026-06-16
JM26-0723,Data Analyst,TechNova,Pune,Mid,Full-time,520000.0,50,"Power BI, Excel, SQL, Python",2026-04-01
JM26-0479,AI Engineer,Apex Technologies,Noida,Mid,Full-time,1460000.0,0,"Deep Learning, Machine Learning, Python, PyTorch",2026-02-07
JM26-0942,BI Analyst,InnovateLabs,Pune,Senior,Full-time,1090000.0,50,"Excel, Power BI, Tableau, Data Visualization, SQL",2026-05-23
JM26-0507,Data Scientist,NextGen Analytics,Bengaluru,Lead,Full-time,1930000.0,100,"SQL, Statistics, Python, Machine Learning",2026-07-01
JM26-0573,Data Engineer,FinEdge,Delhi NCR,Entry,Internship,370000.0,0,"Spark, ETL, AWS",2026-01-17
JM26-0622,Data Engineer,QuantifyAI,Mumbai,Senior,Full-time,1750000.0,50,"Python, ETL, AWS, Spark, SQL",2026-01-13
JM26-0672,Data Engineer,InsightWorks,Pune,Lead,Full-time,2310000.0,0,"AWS, ETL, Spark",2026-05-29
JM26-0755,Business Analyst,InsightWorks,Kolkata,Entry,Part-time,310000.0,50,"SQL, Power BI, Tableau",2026-02-05
JM26-0487,Data Engineer,CloudMatrix,Mumbai,Entry,Full-time,1030000.0,100,"Python, SQL, AWS, ETL, Spark",2026-08-24
JM26-0948,ML Researcher,InsightWorks,Ahmedabad,Mid,Full-time,1370000.0,100,"Research, PyTorch, Statistics, Python",2026-08-24
JM26-0295,BI Analyst,NextGen Analytics,Pune,Senior,Part-time,570000.0,100,"Tableau, Excel, Data Visualization",2026-07-29
JM26-1030,Machine Learning Engineer,Vertex Systems,Delhi NCR,Senior,Full-time,1780000.0,100,"Python, Docker, Machine Learning, TensorFlow, PyTorch",2026-04-17
JM26-0595,Data Analyst,QuantifyAI,Kolkata,Mid,Full-time,620000.0,50,"Excel, Pandas, Python, SQL",2026-07-26
JM26-0592,Machine Learning Engineer,FinEdge,Hyderabad,Senior,Full-time,1600000.0,50,"Docker, Machine Learning, TensorFlow",2026-07-26
JM26-0863,BI Analyst,DataSphere,Mumbai,Entry,Full-time,630000.0,50,"Tableau, Excel, Data Visualization, Power BI",2026-02-17
JM26-0842,BI Analyst,CloudMatrix,Gurugram,Mid,Full-time,740000.0,100,"Power BI, Tableau, Excel, SQL",2026-08-13
JM26-0707,BI Analyst,FinEdge,Pune,Mid,Full-time,690000.0,0,"Power BI, Excel, Data Visualization, SQL, Tableau",2026-04-03
JM26-0040,AI Engineer,InnovateLabs,Bengaluru,Senior,Full-time,1810000.0,0,"Deep Learning, Machine Learning, PyTorch, LLM, Python",2026-02-19
JM26-0031,Business Analyst,QuantifyAI,Bengaluru,Senior,Full-time,1260000.0,50,"SQL, Tableau, Power BI",2026-05-02
JM26-0243,Data Scientist,InnovateLabs,Bengaluru,Mid,Full-time,1410000.0,0,"Pandas, Machine Learning, Statistics, SQL",2026-08-24
JM26-0443,Business Analyst,QuantifyAI,Pune,Mid,Full-time,620000.0,0,"SQL, Tableau, Communication, Power BI",2026-04-15
JM26-0137,Python Developer,DigitalCore,Bengaluru,Senior,Full-time,1170000.0,50,"SQL, Git, Python",2026-01-24
JM26-0979,Data Engineer,Apex Technologies,Hyderabad,Mid,Full-time,1260000.0,100,"SQL, Spark, AWS, ETL",2026-04-09
JM26-0562,Data Scientist,FinEdge,Bengaluru,Lead,Full-time,2100000.0,0,"Statistics, Pandas, Machine Learning",2026-03-10
JM26-0004,Business Analyst,Apex Technologies,Chennai,Senior,Full-time,940000.0,50,"Power BI, SQL, Excel",2026-04-24
JM26-0962,Machine Learning Engineer,BrightData,Hyderabad,Mid,Full-time,1450000.0,100,"Machine Learning, TensorFlow, Docker",2026-01-03
JM26-0708,BI Analyst,NextGen Analytics,Bengaluru,Mid,Full-time,790000.0,50,"SQL, Excel, Power BI, Tableau",2026-02-03
JM26-1036,AI Engineer,Apex Technologies,Noida,Mid,Full-time,1400000.0,0,"PyTorch, Python, Deep Learning, LLM",2026-06-22
JM26-0669,Data Scientist,DataSphere,Mumbai,Senior,Contract,1610000.0,50,"Statistics, SQL, Pandas, Machine Learning, Python",2026-04-21
JM26-1010,Data Engineer,FinEdge,Bengaluru,Entry,Internship,330000.0,100,"ETL, Python, AWS, Spark, SQL",2026-07-27
JM26-0893,Data Scientist,QuantifyAI,Mumbai,Mid,Internship,410000.0,50,"Python, Statistics, SQL, Pandas, Machine Learning",2026-05-06
JM26-0468,Analytics Engineer,CloudMatrix,Hyderabad,Mid,Full-time,1070000.0,100,"SQL, Python, dbt",2026-05-14
JM26-0561,Data Analyst,,Hyderabad,Senior,Full-time,1130000.0,50,"Excel, SQL, Pandas, Python, Power BI",2026-06-24
JM26-1078,Data Engineer,InsightWorks,Bengaluru,Senior,Full-time,1660000.0,0,"Spark, Python, ETL, AWS, SQL",2026-06-28
JM26-0359,Data Engineer,CloudMatrix,Delhi NCR,Senior,Full-time,1830000.0,50,"Python, SQL, Spark, ETL",2026-01-13
JM26-0006,Python Developer,TechNova,Bengaluru,Entry,Full-time,620000.0,100,,2026-05-24
JM26-0101,Analytics Engineer,DataSphere,Bengaluru,Entry,Part-time,520000.0,50,"Python, Data Modeling, ETL",2026-05-21
JM26-1050,Data Scientist,FinEdge,Hyderabad,Senior,Full-time,1380000.0,100,"Pandas, Python, SQL, Statistics, Machine Learning",2026-01-03
JM26-0837,Business Analyst,DigitalCore,Kolkata,Lead,Contract,1140000.0,0,"SQL, Excel, Communication, Power BI, Tableau",2026-01-21
JM26-0480,Machine Learning Engineer,FinEdge,Mumbai,Entry,Full-time,1390000.0,100,"Machine Learning, Python, TensorFlow",2026-05-02
JM26-0856,Data Engineer,CloudMatrix,Pune,Senior,Full-time,1490000.0,0,"AWS, Python, ETL",2026-06-12
JM26-0821,Data Analyst,Apex Technologies,Delhi NCR,Entry,Full-time,550000.0,50,"SQL, Pandas, Excel",2026-05-02
JM26-0736,Business Analyst,InsightWorks,Bengaluru,Senior,Full-time,990000.0,100,"Power BI, Excel, SQL, Tableau",2026-05-13
JM26-0683,Data Analyst,TechNova,Pune,Mid,Full-time,710000.0,0,"Python, Excel, Pandas",2026-05-12
JM26-0228,Data Engineer,NextGen Analytics,Bengaluru,Mid,Full-time,1590000.0,0,"AWS, Python, ETL",2026-03-31
JM26-0343,BI Analyst,DataSphere,Pune,Entry,Full-time,490000.0,0,"SQL, Data Visualization, Excel, Power BI, Tableau",2026-08-23
JM26-0529,Business Analyst,DigitalCore,Bengaluru,Mid,Contract,830000.0,50,"Tableau, Power BI, Excel, SQL",2026-04-02
JM26-1094,Data Scientist,DataSphere,Hyderabad,Mid,Contract,1210000.0,100,"Python, Machine Learning, Statistics, SQL, Pandas",2026-05-09
JM26-0582,Data Engineer,Vertex Systems,Gurugram,Entry,Full-time,730000.0,50,"SQL, AWS, ETL",2026-06-17
JM26-0067,Data Engineer,Vertex Systems,Bengaluru,Senior,Full-time,1870000.0,0,"Python, AWS, Spark, ETL, SQL",2026-05-18
JM26-0068,Data Scientist,FinEdge,Ahmedabad,Mid,Full-time,1070000.0,0,"SQL, Pandas, Python, Statistics",2026-07-17
JM26-0391,AI Engineer,InsightWorks,Bengaluru,Senior,Internship,750000.0,100,"Python, LLM, Deep Learning",2026-04-24
JM26-0212,AI Engineer,CloudMatrix,Ahmedabad,Senior,Full-time,1490000.0,100,"Python, PyTorch, Machine Learning",2026-04-26
JM26-0013,AI Engineer,InnovateLabs,Mumbai,Mid,Full-time,1560000.0,100,"Python, LLM, PyTorch",2026-05-31
JM26-0627,BI Analyst,TechNova,Mumbai,Entry,Full-time,680000.0,100,"Excel, Data Visualization, Power BI",2026-01-14
JM26-0651,Machine Learning Engineer,InsightWorks,Hyderabad,Senior,Full-time,1580000.0,0,"Python, TensorFlow, Docker, Machine Learning, PyTorch",2026-06-19
JM26-0300,AI Engineer,DataSphere,Delhi NCR,Senior,Full-time,2030000.0,100,"PyTorch, Deep Learning, Machine Learning, Python",2026-05-22
JM26-0425,AI Engineer,FinEdge,Pune,Lead,Contract,2520000.0,100,"LLM, Python, PyTorch, Deep Learning",2026-01-29
JM26-0761,Business Analyst,TechNova,Delhi NCR,Lead,Full-time,1450000.0,100,"SQL, Communication, Excel, Power BI, Tableau",2026-06-09
JM26-1145,Machine Learning Engineer,NextGen Analytics,Chennai,Mid,Full-time,1070000.0,0,"TensorFlow, Docker, Machine Learning, PyTorch",2026-08-10
JM26-1076,Data Scientist,DigitalCore,Bengaluru,Mid,Full-time,1180000.0,50,"Python, Statistics, Machine Learning, SQL, Pandas",2026-03-03
JM26-0630,BI Analyst,Apex Technologies,Mumbai,Mid,Full-time,850000.0,50,"SQL, Power BI, Tableau, Excel, Data Visualization",2026-06-20
JM26-1140,AI Engineer,Apex Technologies,Bengaluru,Mid,Full-time,1550000.0,100,"Deep Learning, LLM, PyTorch, Machine Learning",2026-03-20
JM26-0621,Business Analyst,CloudMatrix,Kolkata,Mid,Full-time,630000.0,50,"Excel, Communication, Tableau",2026-07-23
JM26-1080,Data Scientist,DataSphere,Delhi NCR,Mid,Contract,870000.0,0,"Statistics, Machine Learning, Pandas, Python",2026-06-21
JM26-0933,Machine Learning Engineer,Vertex Systems,Ahmedabad,Entry,Full-time,690000.0,100,"Docker, Machine Learning, Python, PyTorch, TensorFlow",2026-02-17
JM26-1122,Data Analyst,DataSphere,Bengaluru,Senior,Full-time,1150000.0,0,"Power BI, Pandas, Excel, SQL, Python",2026-02-13
JM26-0571,Data Scientist,DigitalCore,Delhi NCR,Mid,Internship,380000.0,0,"Python, Pandas, Statistics, Machine Learning, SQL",2026-06-20
JM26-0584,Machine Learning Engineer,DataSphere,Bengaluru,Mid,Full-time,1500000.0,0,"TensorFlow, Docker, Machine Learning, PyTorch",2026-04-16
JM26-0274,AI Engineer,Apex Technologies,Mumbai,Mid,Full-time,1580000.0,100,"Machine Learning, PyTorch, Deep Learning",2026-02-16
JM26-0414,Analytics Engineer,TechNova,Pune,Entry,Full-time,,100,"ETL, dbt, Python, SQL",2026-08-18
JM26-0238,BI Analyst,TechNova,Mumbai,Entry,Full-time,570000.0,0,"Power BI, SQL, Excel",2026-08-03
JM26-0724,Python Developer,BrightData,Hyderabad,Mid,Full-time,820000.0,100,"Git, Python, REST API, SQL",2026-04-08
JM26-0003,ML Researcher,Apex Technologies,Gurugram,Senior,Full-time,2180000.0,0,"PyTorch, Deep Learning, Statistics",2026-04-15
JM26-0007,Business Analyst,InnovateLabs,Delhi NCR,Mid,Full-time,880000.0,50,"Communication, Tableau, SQL",2026-07-24
JM26-0312,Machine Learning Engineer,FinEdge,Bengaluru,Entry,Full-time,1110000.0,100,"Docker, Machine Learning, PyTorch",2026-05-30
JM26-1031,Data Engineer,InnovateLabs,Hyderabad,Mid,Full-time,1230000.0,50,"AWS, Spark, SQL, Python",2026-02-06
JM26-0353,Data Engineer,InsightWorks,Hyderabad,Senior,Internship,600000.0,50,"SQL, ETL, Python, AWS",2026-06-30
JM26-0491,Business Analyst,QuantifyAI,Gurugram,Entry,Full-time,470000.0,0,"SQL, Tableau, Excel, Communication",2026-08-23
JM26-0216,Business Analyst,CloudMatrix,Gurugram,Mid,Full-time,750000.0,0,"Communication, Power BI, SQL, Tableau",2026-02-20
JM26-0383,BI Analyst,QuantifyAI,Pune,Mid,Full-time,610000.0,0,"Excel, Tableau, Power BI, Data Visualization, SQL",2026-01-06
JM26-0028,Data Analyst,FinEdge,Pune,Senior,Full-time,670000.0,50,"Python, SQL, Excel, Power BI",2026-07-15
JM26-1160,Business Analyst,BrightData,Bengaluru,Mid,Internship,240000.0,0,"Excel, SQL, Tableau",2026-06-22
JM26-1149,Data Engineer,QuantifyAI,Bengaluru,Entry,Contract,890000.0,0,"Spark, SQL, AWS, Python, ETL",2026-05-06
JM26-0553,Data Scientist,FinEdge,Noida,Entry,Full-time,730000.0,50,"Pandas, Python, SQL",2026-03-14
JM26-0859,Machine Learning Engineer,BrightData,Bengaluru,Mid,Full-time,1390000.0,0,"Docker, PyTorch, Machine Learning",2026-04-22
JM26-0558,Data Engineer,NextGen Analytics,Ahmedabad,Entry,Full-time,650000.0,50,"Python, ETL, Spark",2026-02-17
JM26-0650,Data Analyst,BrightData,Chennai,Entry,Contract,360000.0,50,"Pandas, Power BI, Python, Excel",2026-01-10
JM26-0738,Data Scientist,CloudMatrix,Delhi NCR,Entry,Full-time,710000.0,50,"SQL, Pandas, Python",2026-03-03
JM26-0546,Machine Learning Engineer,CloudMatrix,Delhi NCR,Mid,Full-time,1300000.0,0,"TensorFlow, PyTorch, Machine Learning",2026-08-22
JM26-0355,Data Engineer,BrightData,Hyderabad,Senior,Full-time,1490000.0,0,"ETL, SQL, AWS, Python",2026-04-19
JM26-1066,Python Developer,QuantifyAI,Bengaluru,Senior,Full-time,990000.0,50,"Python, Git, SQL, REST API, Django",2026-02-24
JM26-0412,AI Engineer,DigitalCore,Gurugram,Senior,Full-time,2060000.0,50,"Python, Machine Learning, LLM",2026-06-17
JM26-0257,BI Analyst,InsightWorks,Hyderabad,Mid,Contract,620000.0,50,"SQL, Data Visualization, Power BI",2026-04-26
JM26-0292,Data Analyst,FinEdge,Gurugram,Mid,Full-time,740000.0,100,"Python, Power BI, Pandas, Excel",2026-07-07
JM26-0026,Data Scientist,Vertex Systems,Noida,Senior,Full-time,1610000.0,50,"Machine Learning, Statistics, Python, Pandas",2026-05-04
JM26-0337,Data Analyst,DigitalCore,Gurugram,Entry,Full-time,490000.0,0,"SQL, Excel, Power BI, Pandas, Python",2026-05-03
JM26-0817,ML Researcher,InnovateLabs,Hyderabad,Mid,Full-time,1520000.0,50,"PyTorch, Deep Learning, Python, Statistics, Research",2026-06-09
JM26-0048,Data Scientist,DataSphere,Bengaluru,Mid,Full-time,1420000.0,50,"Pandas, Python, Machine Learning",2026-07-09
JM26-0319,Data Scientist,BrightData,Bengaluru,Entry,Full-time,750000.0,0,"Machine Learning, SQL, Statistics, Pandas, Python",2026-03-02
JM26-0107,Machine Learning Engineer,QuantifyAI,Delhi NCR,Lead,Full-time,2070000.0,100,"Machine Learning, TensorFlow, Docker, PyTorch, Python",2026-04-05
JM26-0803,Analytics Engineer,DataSphere,Ahmedabad,Senior,Full-time,1300000.0,100,"ETL, dbt, Python",2026-01-18
JM26-0056,BI Analyst,DataSphere,Noida,Mid,Full-time,770000.0,100,"Excel, Data Visualization, SQL, Tableau, Power BI",2026-04-19
JM26-0527,Python Developer,Vertex Systems,Hyderabad,Senior,Full-time,880000.0,100,"Git, Django, REST API",2026-04-03
JM26-0214,BI Analyst,InsightWorks,Kolkata,Senior,Full-time,910000.0,100,"Data Visualization, Tableau, SQL, Excel, Power BI",2026-06-29
JM26-0121,AI Engineer,NextGen Analytics,Mumbai,Entry,Full-time,1040000.0,50,"LLM, Deep Learning, Machine Learning, Python",2026-05-22
JM26-0567,Business Analyst,InsightWorks,Ahmedabad,Mid,Full-time,630000.0,50,"Tableau, Communication, Power BI, Excel, SQL",2026-03-14
JM26-1115,Python Developer,CloudMatrix,Hyderabad,Senior,Full-time,1210000.0,50,"Git, Python, Django, REST API, SQL",2026-06-28
JM26-0934,Business Analyst,FinEdge,Kolkata,Entry,Full-time,420000.0,100,"Excel, Power BI, Communication",2026-04-17
JM26-0073,ML Researcher,CloudMatrix,Pune,Senior,Full-time,1680000.0,100,"Python, Statistics, PyTorch, Research",2026-02-10
JM26-0915,Python Developer,NextGen Analytics,Bengaluru,Mid,Full-time,710000.0,0,"Django, SQL, Git, REST API, Python",2026-03-22
JM26-1012,AI Engineer,NextGen Analytics,Pune,Entry,Full-time,1110000.0,0,"PyTorch, Python, Deep Learning",2026-06-19
JM26-1153,Data Analyst,Vertex Systems,Hyderabad,Mid,Full-time,730000.0,50,"Power BI, SQL, Python, Excel, Pandas",2026-06-03
JM26-0429,Data Analyst,DataSphere,Bengaluru,Senior,Full-time,1040000.0,0,"Power BI, Excel, Python, Pandas",2026-05-24
JM26-0994,Data Scientist,QuantifyAI,Bengaluru,Entry,Full-time,720000.0,0,"Statistics, Python, SQL, Machine Learning",2026-06-24
JM26-0789,BI Analyst,BrightData,Ahmedabad,Entry,Full-time,430000.0,50,"Excel, Data Visualization, SQL",2026-01-04
JM26-1070,Machine Learning Engineer,InsightWorks,Noida,Lead,Full-time,2180000.0,0,"Machine Learning, TensorFlow, Python",2026-07-05
JM26-1014,Python Developer,Vertex Systems,Mumbai,Entry,Full-time,690000.0,100,"SQL, REST API, Django",2026-01-25
JM26-0439,Business Analyst,Vertex Systems,Hyderabad,Mid,Full-time,690000.0,50,"Tableau, Excel, Communication, Power BI",2026-02-03
JM26-0794,Data Analyst,InnovateLabs,Bengaluru,Senior,Full-time,1020000.0,0,"Power BI, SQL, Excel",2026-06-02
JM26-0326,AI Engineer,Vertex Systems,Bengaluru,Senior,Full-time,2100000.0,0,"Deep Learning, PyTorch, Python, Machine Learning, LLM",2026-03-31
JM26-1019,Data Analyst,NextGen Analytics,Kolkata,Entry,Full-time,450000.0,0,"Python, Excel, Power BI, SQL, Pandas",2026-08-13
JM26-0317,Machine Learning Engineer,QuantifyAI,Bengaluru,Mid,Full-time,1280000.0,100,"Docker, TensorFlow, Python, Machine Learning, PyTorch",2026-08-07
JM26-0998,Data Analyst,FinEdge,Mumbai,Entry,Full-time,540000.0,100,"Power BI, Excel, Pandas, SQL",2026-03-10
JM26-1169,BI Analyst,DigitalCore,Pune,Senior,Full-time,,50,"Excel, Power BI, SQL, Tableau",2026-08-05
